"Mouse","Stage","Behavior","Time","Amplitude","SEM"
3,"Shocks","Food",640,0.57,0.15
3,"Shocks","Food",650,0.23,0.13
3,"Shocks","Food",660,0.12,0.08
3,"Shocks","Food",670,0,0
3,"Shocks","Food",680,0.12,0.12
3,"Shocks","Food",690,0.03,0.03
3,"Shocks","Food",700,0,0
3,"Shocks","Food",710,0,0
3,"Shocks","Food",720,0.12,0.12
3,"Shocks","Food",730,0,0
3,"Shocks","Food",740,0,0
3,"Shocks","Food",750,0,0
3,"Shocks","Food",760,0,0
3,"Shocks","Food",770,0,0
3,"Shocks","Food",780,0,0
3,"Shocks","Food",790,0,0
3,"Shocks","Food",800,0,0
3,"Shocks","Food",810,0,0
3,"Shocks","Food",820,0,0
3,"Shocks","Food",830,0,0
3,"Shocks","Food",840,0,0
3,"Shocks","Food",850,0,0
3,"Shocks","Food",860,0,0
3,"Shocks","Food",870,0,0
3,"Shocks","Food",880,0,0
3,"Shocks","Food",890,0,0
3,"Shocks","Food",900,0,0
3,"Shocks","Food",910,0,0
3,"Shocks","Food",920,0,0
3,"Shocks","Food",930,0,0
3,"Shocks","Food",940,0,0
3,"Shocks","Food",950,0,0
3,"Shocks","Food",960,0,0
3,"Shocks","Food",970,0,0
3,"Shocks","Food",980,0,0
3,"Shocks","Food",990,0,0
3,"Shocks","Food",1000,0,0
3,"Shocks","Food",1010,0,0
3,"Shocks","Food",1020,0,0
3,"Shocks","Food",1030,0,0
3,"Shocks","Food",1040,0,0
3,"Shocks","Food",1050,0,0
3,"Shocks","Food",1060,0,0
3,"Shocks","Food",1070,0,0
3,"Shocks","Food",1080,0,0
3,"Shocks","Food",1090,0,0
3,"Shocks","Food",1100,0,0
3,"Shocks","Food",1110,0,0
3,"Shocks","Food",1120,0,0
3,"Shocks","Food",1130,0,0
3,"Shocks","Food",1140,0,0
3,"Shocks","Food",1150,0.05,0.05
3,"Shocks","Food",1160,0.15,0.15
3,"Shocks","Food",1170,0.1,0.1
3,"Shocks","Food",1180,0,0
3,"Shocks","Food",1190,0,0
3,"Shocks","Food",1200,0,0
3,"Shocks","Food",1210,0,0
3,"Shocks","Food",1220,0,0
3,"Shocks","Food",1230,0,0
3,"Shocks","Food",1240,0,0
3,"Shocks","Food",1250,0,0
3,"Shocks","Food",1260,0,0
3,"Shocks","Food",1270,0.15,0.15
3,"Shocks","Food",1280,0.35,0.35
3,"Shocks","Food",1290,0,0
3,"Shocks","Food",1300,0,0
3,"Shocks","Food",1310,0,0
3,"Shocks","Food",1320,0,0
3,"Shocks","Food",1330,0,0
3,"Shocks","Food",1340,0,0
3,"Shocks","Food",1350,0,0
3,"Shocks","Food",1360,0,0
3,"Shocks","Food",1370,0.12,0.08
3,"Shocks","Food",1380,0.45,0.45
3,"Shocks","Food",1390,0.53,0.53
3,"Shocks","Food",1400,0.07,0.07
3,"Shocks","Food",1410,0,0
3,"Shocks","Food",1420,0,0
3,"Shocks","Food",1430,0,0
4,"Baseline","Food",0,0,0
4,"Baseline","Food",10,0.1,0.1
4,"Baseline","Food",20,0,0
4,"Baseline","Food",30,0,0
4,"Baseline","Food",40,0,0
4,"Baseline","Food",50,0,0
4,"Baseline","Food",60,0,0
4,"Baseline","Food",70,0,0
4,"Baseline","Food",80,0,0
4,"Baseline","Food",90,0,0
4,"Baseline","Food",100,0,0
4,"Baseline","Food",110,0.17,0.17
4,"Baseline","Food",120,0.17,0.17
4,"Baseline","Food",130,0.17,0.12
4,"Baseline","Food",140,0.03,0.03
4,"Baseline","Food",150,0,0
4,"Baseline","Food",160,0,0
4,"Baseline","Food",170,0,0
4,"Baseline","Food",180,0,0
4,"Baseline","Food",190,0,0
4,"Baseline","Food",200,0,0
4,"Baseline","Food",210,0,0
4,"Baseline","Food",220,0,0
4,"Baseline","Food",230,0,0
4,"Baseline","Food",240,0,0
4,"Baseline","Food",250,0.33,0.29
4,"Baseline","Food",260,0.03,0.03
4,"Baseline","Food",270,0.2,0.17
4,"Baseline","Food",280,0.4,0.24
4,"Baseline","Food",290,0.33,0.26
4,"Baseline","Food",300,0.1,0.1
4,"Baseline","Food",310,0.1,0.1
4,"Baseline","Food",320,0,0
4,"Baseline","Food",330,0,0
4,"Baseline","Food",340,0,0
4,"Baseline","Food",350,0,0
4,"Baseline","Food",360,0,0
4,"Baseline","Food",370,0,0
4,"Baseline","Food",380,0,0
4,"Baseline","Food",390,0,0
4,"Baseline","Food",400,0,0
4,"Baseline","Food",410,0,0
4,"Baseline","Food",420,0,0
4,"Baseline","Food",430,0,0
4,"Baseline","Food",440,0,0
4,"Baseline","Food",450,0.2,0.17
4,"Baseline","Food",460,0,0
4,"Baseline","Food",470,0,0
4,"Baseline","Food",480,0,0
4,"Baseline","Food",490,0,0
4,"Baseline","Food",500,0,0
4,"Baseline","Food",510,0,0
4,"Baseline","Food",520,0,0
4,"Baseline","Food",530,0.05,0.05
4,"Baseline","Food",540,0,0
4,"Baseline","Food",550,0,0
4,"Baseline","Food",560,0,0
4,"Baseline","Food",570,0.15,0.15
4,"Baseline","Food",580,0.17,0.1
4,"Baseline","Food",590,0.03,0.03
4,"Baseline","Food",600,0.07,0.07
4,"Baseline","Food",610,0.03,0.03
4,"Baseline","Food",620,0,0
4,"Baseline","Food",630,0.05,0.05
4,"Baseline","Food",640,0,0
4,"Baseline","Food",650,0.03,0.03
4,"Baseline","Food",660,0.17,0.14
4,"Baseline","Food",670,0.53,0.21
4,"Baseline","Food",680,0.18,0.09
4,"Baseline","Food",690,0.07,0.07
4,"Baseline","Food",700,0,0
4,"Baseline","Food",710,0.15,0.15
4,"Baseline","Food",720,0.25,0.17
4,"Baseline","Food",730,0.78,0.28
4,"Baseline","Food",740,0.37,0.09
4,"Baseline","Food",750,1.33,0.49
4,"Baseline","Food",760,0.3,0.15
4,"Baseline","Food",770,0.62,0.1
4,"Baseline","Food",780,2.02,1.57
4,"Baseline","Food",790,0.45,0.16
4,"Baseline","Food",800,0.35,0.2
4,"Baseline","Food",810,0.45,0.26
4,"Baseline","Food",820,0.6,0.23
4,"Baseline","Food",830,0.5,0.14
4,"Baseline","Food",840,0.3,0.16
4,"Baseline","Food",850,0.48,0.38
4,"Baseline","Food",860,0.5,0.4
4,"Baseline","Food",870,0.48,0.15
4,"Baseline","Food",880,0.95,0.48
4,"Baseline","Food",890,0.12,0.12
4,"Baseline","Food",900,0.7,0.47
4,"Baseline","Food",910,1.72,1.59
4,"Baseline","Food",920,1.4,0.97
4,"Baseline","Food",930,0.08,0.05
4,"Baseline","Food",940,0.08,0.05
4,"Baseline","Food",950,0.62,0.19
4,"Baseline","Food",960,0.2,0.2
4,"Baseline","Food",970,0.03,0.03
4,"Baseline","Food",980,0.12,0.12
4,"Baseline","Food",990,0.3,0.24
4,"Baseline","Food",1000,0,0
4,"Baseline","Food",1010,0,0
4,"Baseline","Food",1020,0,0
4,"Baseline","Food",1030,0.17,0.12
4,"Baseline","Food",1040,0.95,0.82
4,"Baseline","Food",1050,0.35,0.13
4,"Baseline","Food",1060,0.4,0.27
4,"Baseline","Food",1070,0.4,0.17
4,"Baseline","Food",1080,0.33,0.21
4,"Baseline","Food",1090,0.6,0.39
4,"Baseline","Food",1100,0.05,0.05
4,"Baseline","Food",1110,0,0
4,"Baseline","Food",1120,0,0
4,"Baseline","Food",1130,0,0
4,"Baseline","Food",1140,0.05,0.05
4,"Baseline","Food",1150,0,0
4,"Baseline","Food",1160,0.03,0.03
4,"Baseline","Food",1170,0.33,0.33
4,"Baseline","Food",1180,0.17,0.12
4,"Baseline","Food",1190,0.12,0.12
4,"Baseline","Food",1200,0.62,0.5
4,"Baseline","Food",1210,0,0
4,"Baseline","Food",1220,0.07,0.07
4,"Baseline","Food",1230,0,0
4,"Baseline","Food",1240,0,0
4,"Baseline","Food",1250,0,0
4,"Baseline","Food",1260,0.07,0.07
4,"Baseline","Food",1270,0.17,0.17
4,"Baseline","Food",1280,0.78,0.78
4,"Baseline","Food",1290,0.2,0.12
4,"Baseline","Food",1300,0,0
4,"Baseline","Food",1310,0.05,0.05
4,"Baseline","Food",1320,0.05,0.05
4,"Baseline","Food",1330,0.43,0.39
4,"Baseline","Food",1340,0.28,0.13
4,"Baseline","Food",1350,0.23,0.23
4,"Baseline","Food",1360,0.17,0.12
4,"Baseline","Food",1370,0.55,0.32
4,"Baseline","Food",1380,0.28,0.28
4,"Baseline","Food",1390,0.4,0.24
4,"Baseline","Food",1400,0.97,0.85
4,"Baseline","Food",1410,0.07,0.07
4,"Baseline","Food",1420,0.05,0.05
4,"Baseline","Food",1430,0.2,0.2
4,"Post","Food",0,0.1,0.1
4,"Post","Food",10,0.05,0.03
4,"Post","Food",20,0.08,0.05
4,"Post","Food",30,0.23,0.13
4,"Post","Food",40,0.2,0.12
4,"Post","Food",50,0.4,0.31
4,"Post","Food",60,0.25,0.09
4,"Post","Food",70,0.33,0.03
4,"Post","Food",80,0.55,0.28
4,"Post","Food",90,0.4,0.23
4,"Post","Food",100,0.4,0.16
4,"Post","Food",110,0.37,0.26
4,"Post","Food",120,0.23,0.13
4,"Post","Food",130,0.05,0.03
4,"Post","Food",140,0.03,0.03
4,"Post","Food",150,0.05,0.05
4,"Post","Food",160,0.05,0.03
4,"Post","Food",170,0.03,0.03
4,"Post","Food",180,0,0
4,"Post","Food",190,0,0
4,"Post","Food",200,0,0
4,"Post","Food",210,0,0
4,"Post","Food",220,0.03,0.03
4,"Post","Food",230,0.25,0.12
4,"Post","Food",240,0.28,0.05
4,"Post","Food",250,0.25,0.22
4,"Post","Food",260,0.1,0.04
4,"Post","Food",270,0,0
4,"Post","Food",280,0,0
4,"Post","Food",290,0.3,0.19
4,"Post","Food",300,0.12,0.09
4,"Post","Food",310,0.2,0.17
4,"Post","Food",320,0.05,0.05
4,"Post","Food",330,0,0
4,"Post","Food",340,0,0
4,"Post","Food",350,0,0
4,"Post","Food",360,0.03,0.03
4,"Post","Food",370,0,0
4,"Post","Food",380,0.07,0.07
4,"Post","Food",390,0.1,0.1
4,"Post","Food",400,0,0
4,"Post","Food",410,0,0
4,"Post","Food",420,0.05,0.05
4,"Post","Food",430,0,0
4,"Post","Food",440,0,0
4,"Post","Food",450,0,0
4,"Post","Food",460,0.35,0.35
4,"Post","Food",470,0.1,0.07
4,"Post","Food",480,0.17,0.11
4,"Post","Food",490,0.05,0.05
4,"Post","Food",500,0,0
4,"Post","Food",510,0,0
4,"Post","Food",520,0,0
4,"Post","Food",530,0.08,0.03
4,"Post","Food",540,0,0
4,"Post","Food",550,0,0
4,"Post","Food",560,0,0
4,"Post","Food",570,0,0
4,"Post","Food",580,0,0
4,"Post","Food",590,0,0
4,"Post","Food",600,0.03,0.03
4,"Post","Food",610,0,0
4,"Post","Food",620,0.05,0.05
4,"Post","Food",630,0.03,0.03
4,"Post","Food",640,0.05,0.03
4,"Post","Food",650,0.12,0.06
4,"Post","Food",660,0.08,0.05
4,"Post","Food",670,0.07,0.07
4,"Post","Food",680,0.03,0.03
4,"Post","Food",690,0.03,0.03
4,"Post","Food",700,0,0
4,"Post","Food",710,0,0
4,"Post","Food",720,0,0
4,"Post","Food",730,0,0
4,"Post","Food",740,0,0
4,"Post","Food",750,0.03,0.03
4,"Post","Food",760,0,0
4,"Post","Food",770,0,0
4,"Post","Food",780,0,0
4,"Post","Food",790,0,0
4,"Post","Food",800,0,0
4,"Post","Food",810,0,0
4,"Post","Food",820,0.03,0.03
4,"Post","Food",830,0,0
4,"Post","Food",840,0,0
4,"Post","Food",850,0,0
4,"Post","Food",860,0,0
4,"Post","Food",870,0,0
4,"Post","Food",880,0,0
4,"Post","Food",890,0,0
4,"Post","Food",900,0.05,0.05
4,"Post","Food",910,0.03,0.03
4,"Post","Food",920,0.03,0.03
4,"Post","Food",930,0.03,0.03
4,"Post","Food",940,0.07,0.07
4,"Post","Food",950,0,0
4,"Post","Food",960,0,0
4,"Post","Food",970,0.03,0.03
4,"Post","Food",980,0,0
4,"Post","Food",990,0.03,0.03
4,"Post","Food",1000,0.03,0.03
4,"Post","Food",1010,0.03,0.03
4,"Post","Food",1020,0,0
4,"Post","Food",1030,0.08,0.05
4,"Post","Food",1040,0,0
4,"Post","Food",1050,0.03,0.03
4,"Post","Food",1060,0,0
4,"Post","Food",1070,0.03,0.03
4,"Post","Food",1080,0.03,0.03
4,"Post","Food",1090,0.1,0.07
4,"Post","Food",1100,0.07,0.07
4,"Post","Food",1110,0.07,0.07
4,"Post","Food",1120,0.03,0.03
4,"Post","Food",1130,0,0
4,"Post","Food",1140,0.03,0.03
4,"Post","Food",1150,0,0
4,"Post","Food",1160,0,0
4,"Post","Food",1170,0,0
4,"Post","Food",1180,0.03,0.03
4,"Post","Food",1190,0.05,0.05
4,"Post","Food",1200,0,0
4,"Post","Food",1210,0.05,0.05
4,"Post","Food",1220,0,0
4,"Post","Food",1230,0.03,0.03
4,"Post","Food",1240,0.03,0.03
4,"Post","Food",1250,0.03,0.03
4,"Post","Food",1260,0.03,0.03
4,"Post","Food",1270,0,0
4,"Post","Food",1280,0.07,0.07
4,"Post","Food",1290,0.07,0.07
4,"Post","Food",1300,0,0
4,"Post","Food",1310,0,0
4,"Post","Food",1320,0,0
4,"Post","Food",1330,0.03,0.03
4,"Post","Food",1340,0,0
4,"Post","Food",1350,0.03,0.03
4,"Post","Food",1360,0,0
4,"Post","Food",1370,0.03,0.03
4,"Post","Food",1380,0.05,0.05
4,"Post","Food",1390,0.05,0.05
4,"Post","Food",1400,0,0
4,"Post","Food",1410,0.05,0.03
4,"Post","Food",1420,0.12,0.12
4,"Post","Food",1430,0.12,0.12
4,"Shocks","Food",0,0.17,0.14
4,"Shocks","Food",10,0.57,0.14
4,"Shocks","Food",20,0.8,0.32
4,"Shocks","Food",30,0.68,0.52
4,"Shocks","Food",40,0.17,0.02
4,"Shocks","Food",50,0.25,0.1
4,"Shocks","Food",60,0.03,0.03
4,"Shocks","Food",70,0.15,0.06
4,"Shocks","Food",80,0.08,0.05
4,"Shocks","Food",90,0.08,0.03
4,"Shocks","Food",100,0.03,0.03
4,"Shocks","Food",110,0,0
4,"Shocks","Food",120,0,0
4,"Shocks","Food",130,0,0
4,"Shocks","Food",140,0,0
4,"Shocks","Food",150,0.35,0.35
4,"Shocks","Food",160,0.37,0.24
4,"Shocks","Food",170,0.28,0.19
4,"Shocks","Food",180,0.1,0.1
4,"Shocks","Food",190,0.1,0.07
4,"Shocks","Food",200,0.12,0.09
4,"Shocks","Food",210,0.12,0.12
4,"Shocks","Food",220,0.05,0.03
4,"Shocks","Food",230,0.03,0.03
4,"Shocks","Food",240,0.07,0.07
4,"Shocks","Food",250,0.12,0.12
4,"Shocks","Food",260,0.03,0.03
4,"Shocks","Food",270,0.03,0.03
4,"Shocks","Food",280,0,0
4,"Shocks","Food",290,0,0
4,"Shocks","Food",300,0,0
4,"Shocks","Food",310,0.05,0.05
4,"Shocks","Food",320,1.15,0.78
4,"Shocks","Food",330,0,0
4,"Shocks","Food",340,0.03,0.03
4,"Shocks","Food",350,0,0
4,"Shocks","Food",360,0,0
4,"Shocks","Food",370,0,0
4,"Shocks","Food",380,0.1,0.1
4,"Shocks","Food",390,0.17,0.1
4,"Shocks","Food",400,0.1,0.04
4,"Shocks","Food",410,0.03,0.03
4,"Shocks","Food",420,0,0
4,"Shocks","Food",430,0,0
4,"Shocks","Food",440,0,0
4,"Shocks","Food",450,0,0
4,"Shocks","Food",460,0.03,0.03
4,"Shocks","Food",470,0.15,0.09
4,"Shocks","Food",480,0.08,0.05
4,"Shocks","Food",490,0.07,0.07
4,"Shocks","Food",500,0,0
4,"Shocks","Food",510,0,0
4,"Shocks","Food",520,0,0
4,"Shocks","Food",530,0,0
4,"Shocks","Food",540,0.05,0.05
4,"Shocks","Food",550,0.03,0.03
4,"Shocks","Food",560,0.03,0.03
4,"Shocks","Food",570,0.23,0.13
4,"Shocks","Food",580,0.07,0.07
4,"Shocks","Food",590,0.05,0.03
4,"Shocks","Food",600,0.1,0.07
4,"Shocks","Food",610,0.05,0.05
4,"Shocks","Food",620,0.12,0.12
4,"Shocks","Food",630,0.05,0.05
4,"Shocks","Food",640,0.1,0.1
4,"Shocks","Food",650,0.1,0.1
4,"Shocks","Food",660,0.3,0.21
4,"Shocks","Food",670,0.28,0.17
4,"Shocks","Food",680,0.05,0.05
4,"Shocks","Food",690,0.03,0.03
4,"Shocks","Food",700,0.03,0.03
4,"Shocks","Food",710,0.07,0.07
4,"Shocks","Food",720,0.03,0.03
4,"Shocks","Food",730,0.08,0.03
4,"Shocks","Food",740,0,0
4,"Shocks","Food",750,0,0
4,"Shocks","Food",760,0,0
4,"Shocks","Food",770,0,0
4,"Shocks","Food",780,0,0
4,"Shocks","Food",790,0,0
4,"Shocks","Food",800,0,0
4,"Shocks","Food",810,0,0
4,"Shocks","Food",820,0.12,0.12
4,"Shocks","Food",830,0,0
4,"Shocks","Food",840,0,0
4,"Shocks","Food",850,0.03,0.03
4,"Shocks","Food",860,0,0
4,"Shocks","Food",870,0.03,0.03
4,"Shocks","Food",880,0,0
4,"Shocks","Food",890,0,0
4,"Shocks","Food",900,0,0
4,"Shocks","Food",910,0,0
4,"Shocks","Food",920,0.1,0.1
4,"Shocks","Food",930,0,0
4,"Shocks","Food",940,0,0
4,"Shocks","Food",950,0,0
4,"Shocks","Food",960,0.03,0.03
4,"Shocks","Food",970,0,0
4,"Shocks","Food",980,0,0
4,"Shocks","Food",990,0.03,0.03
4,"Shocks","Food",1000,0,0
4,"Shocks","Food",1010,0,0
4,"Shocks","Food",1020,0,0
4,"Shocks","Food",1030,0,0
4,"Shocks","Food",1040,0,0
4,"Shocks","Food",1050,0,0
4,"Shocks","Food",1060,0,0
4,"Shocks","Food",1070,0.03,0.03
4,"Shocks","Food",1080,0,0
4,"Shocks","Food",1090,0,0
4,"Shocks","Food",1100,0,0
4,"Shocks","Food",1110,0,0
4,"Shocks","Food",1120,0,0
4,"Shocks","Food",1130,0,0
4,"Shocks","Food",1140,0.03,0.03
4,"Shocks","Food",1150,0,0
4,"Shocks","Food",1160,0,0
4,"Shocks","Food",1170,0,0
4,"Shocks","Food",1180,0,0
4,"Shocks","Food",1190,0,0
4,"Shocks","Food",1200,0,0
4,"Shocks","Food",1210,0,0
4,"Shocks","Food",1220,0,0
4,"Shocks","Food",1230,0,0
4,"Shocks","Food",1240,0,0
4,"Shocks","Food",1250,0,0
4,"Shocks","Food",1260,0,0
4,"Shocks","Food",1270,0,0
4,"Shocks","Food",1280,0,0
4,"Shocks","Food",1290,0.03,0.03
4,"Shocks","Food",1300,0,0
4,"Shocks","Food",1310,0,0
4,"Shocks","Food",1320,0,0
4,"Shocks","Food",1330,0,0
4,"Shocks","Food",1340,0,0
4,"Shocks","Food",1350,0,0
4,"Shocks","Food",1360,0,0
4,"Shocks","Food",1370,0,0
4,"Shocks","Food",1380,0,0
4,"Shocks","Food",1390,0,0
4,"Shocks","Food",1400,0,0
4,"Shocks","Food",1410,0.03,0.03
4,"Shocks","Food",1420,0.1,0.1
4,"Shocks","Food",1430,0.07,0.07
5,"Baseline","Food",0,0.78,0.78
5,"Baseline","Food",10,0,0
5,"Baseline","Food",20,0,0
5,"Baseline","Food",30,0,0
5,"Baseline","Food",40,0,0
5,"Baseline","Food",50,0,0
5,"Baseline","Food",60,0.15,0.15
5,"Baseline","Food",70,0.45,0.26
5,"Baseline","Food",80,0.25,0.25
5,"Baseline","Food",90,0,0
5,"Baseline","Food",100,0.4,0.4
5,"Baseline","Food",110,0,0
5,"Baseline","Food",120,0,0
5,"Baseline","Food",130,0,0
5,"Baseline","Food",140,0,0
5,"Baseline","Food",150,0,0
5,"Baseline","Food",160,0.1,0.1
5,"Baseline","Food",170,0,0
5,"Baseline","Food",180,0.05,0.05
5,"Baseline","Food",190,0.2,0.14
5,"Baseline","Food",200,0.03,0.03
5,"Baseline","Food",210,0.1,0.1
5,"Baseline","Food",220,0.68,0.4
5,"Baseline","Food",230,0.62,0.41
5,"Baseline","Food",240,0.62,0.56
5,"Baseline","Food",250,0.28,0.16
5,"Baseline","Food",260,0.3,0.3
5,"Baseline","Food",270,0.35,0.29
5,"Baseline","Food",280,0,0
5,"Baseline","Food",290,0,0
5,"Baseline","Food",300,0.45,0.39
5,"Baseline","Food",310,0.5,0.38
5,"Baseline","Food",320,0.78,0.59
5,"Baseline","Food",330,0,0
5,"Baseline","Food",340,0.05,0.05
5,"Baseline","Food",350,0.05,0.05
5,"Baseline","Food",360,0,0
5,"Baseline","Food",370,0,0
5,"Baseline","Food",380,0.4,0.4
5,"Baseline","Food",390,0,0
5,"Baseline","Food",400,0.1,0.1
5,"Baseline","Food",410,0.12,0.12
5,"Baseline","Food",420,0.05,0.05
5,"Baseline","Food",430,0,0
5,"Baseline","Food",440,0.35,0.21
5,"Baseline","Food",450,0.65,0.47
5,"Baseline","Food",460,0.1,0.1
5,"Baseline","Food",470,0,0
5,"Baseline","Food",480,0.05,0.05
5,"Baseline","Food",490,0.05,0.05
5,"Baseline","Food",500,0.2,0.2
5,"Baseline","Food",510,0.45,0.45
5,"Baseline","Food",520,0.42,0.42
5,"Baseline","Food",530,0,0
5,"Baseline","Food",540,0.07,0.07
5,"Baseline","Food",550,1.27,1.11
5,"Baseline","Food",560,0.2,0.2
5,"Baseline","Food",570,0.1,0.1
5,"Baseline","Food",580,0.85,0.72
5,"Baseline","Food",590,0.8,0.46
5,"Baseline","Food",600,0.3,0.3
5,"Baseline","Food",610,0.75,0.75
5,"Baseline","Food",620,0.05,0.05
5,"Baseline","Food",630,0.05,0.05
5,"Baseline","Food",640,0.05,0.05
5,"Baseline","Food",650,0,0
5,"Baseline","Food",660,0,0
5,"Baseline","Food",670,0.1,0.1
5,"Baseline","Food",680,0.55,0.34
5,"Baseline","Food",690,0.1,0.06
5,"Baseline","Food",700,1.25,1
5,"Baseline","Food",710,0.07,0.07
5,"Baseline","Food",720,0.1,0.1
5,"Baseline","Food",730,0.6,0.41
5,"Baseline","Food",740,1.52,0.35
5,"Baseline","Food",750,3.58,1.49
5,"Baseline","Food",760,2.58,0.71
5,"Baseline","Food",770,2.3,0.83
5,"Baseline","Food",780,2.2,0.63
5,"Baseline","Food",790,2.37,1.04
5,"Baseline","Food",800,1.6,0.95
5,"Baseline","Food",810,2.5,1.42
5,"Baseline","Food",820,2.95,1.74
5,"Baseline","Food",830,0.9,0.44
5,"Baseline","Food",840,0.65,0.59
5,"Baseline","Food",850,0.95,0.95
5,"Baseline","Food",860,0.97,0.88
5,"Baseline","Food",870,1,0.62
5,"Baseline","Food",880,2.4,0.81
5,"Baseline","Food",890,1.75,1.26
5,"Baseline","Food",900,0,0
5,"Baseline","Food",910,0.7,0.7
5,"Baseline","Food",920,0.33,0.21
5,"Baseline","Food",930,0.45,0.33
5,"Baseline","Food",940,0,0
5,"Baseline","Food",950,0,0
5,"Baseline","Food",960,0,0
5,"Baseline","Food",970,0.12,0.12
5,"Baseline","Food",980,0,0
5,"Baseline","Food",990,0.5,0.5
5,"Baseline","Food",1000,0,0
5,"Baseline","Food",1010,0.8,0.52
5,"Baseline","Food",1020,1.17,0.79
5,"Baseline","Food",1030,0.25,0.19
5,"Baseline","Food",1040,1.1,1.1
5,"Baseline","Food",1050,0,0
5,"Baseline","Food",1060,0.1,0.1
5,"Baseline","Food",1070,0.05,0.05
5,"Baseline","Food",1080,0.17,0.17
5,"Baseline","Food",1090,0.68,0.68
5,"Baseline","Food",1100,0.05,0.05
5,"Baseline","Food",1110,0.05,0.05
5,"Baseline","Food",1120,0.47,0.47
5,"Baseline","Food",1130,0.4,0.24
5,"Baseline","Food",1140,0.1,0.1
5,"Baseline","Food",1150,0.3,0.3
5,"Baseline","Food",1160,0,0
5,"Baseline","Food",1170,0,0
5,"Baseline","Food",1180,0,0
5,"Baseline","Food",1190,0.2,0.14
5,"Baseline","Food",1200,0.7,0.51
5,"Baseline","Food",1210,0.35,0.29
5,"Baseline","Food",1220,0.05,0.05
5,"Baseline","Food",1230,0,0
5,"Baseline","Food",1240,0,0
5,"Baseline","Food",1250,1.68,1.42
5,"Baseline","Food",1260,0.2,0.2
5,"Baseline","Food",1270,0.7,0.7
5,"Baseline","Food",1280,0.33,0.33
5,"Baseline","Food",1290,0.15,0.1
5,"Baseline","Food",1300,1.3,1.3
5,"Baseline","Food",1310,0.1,0.1
5,"Baseline","Food",1320,0,0
5,"Baseline","Food",1330,0,0
5,"Baseline","Food",1340,0.05,0.05
5,"Baseline","Food",1350,0.33,0.29
5,"Baseline","Food",1360,0.72,0.6
5,"Baseline","Food",1370,0.35,0.35
5,"Baseline","Food",1380,0.65,0.36
5,"Baseline","Food",1390,0,0
5,"Baseline","Food",1400,0,0
5,"Baseline","Food",1410,0.05,0.05
5,"Baseline","Food",1420,0,0
5,"Baseline","Food",1430,0,0
5,"Post","Food",0,1.1,0.63
5,"Post","Food",10,0.9,0.71
5,"Post","Food",20,0.78,0.52
5,"Post","Food",30,1.05,0.62
5,"Post","Food",40,1.97,1.06
5,"Post","Food",50,1.5,0.93
5,"Post","Food",60,1.02,0.71
5,"Post","Food",70,0.55,0.32
5,"Post","Food",80,2.12,1.27
5,"Post","Food",90,0.2,0.2
5,"Post","Food",100,0.2,0.12
5,"Post","Food",110,0.4,0.28
5,"Post","Food",120,0.4,0.23
5,"Post","Food",130,1.6,1.6
5,"Post","Food",140,0,0
5,"Post","Food",150,0.3,0.19
5,"Post","Food",160,1.5,1.19
5,"Post","Food",170,0.3,0.17
5,"Post","Food",180,0.45,0.45
5,"Post","Food",190,1.27,1.27
5,"Post","Food",200,1.1,1.1
5,"Post","Food",210,0.1,0.1
5,"Post","Food",220,0.1,0.1
5,"Post","Food",230,0.65,0.47
5,"Post","Food",240,0.57,0.43
5,"Post","Food",250,1.37,0.91
5,"Post","Food",260,0.2,0.12
5,"Post","Food",270,0.1,0.1
5,"Post","Food",280,0.15,0.15
5,"Post","Food",290,0.28,0.28
5,"Post","Food",300,0.28,0.17
5,"Post","Food",310,0.28,0.24
5,"Post","Food",320,0.93,0.93
5,"Post","Food",330,0.17,0.1
5,"Post","Food",340,0.33,0.29
5,"Post","Food",350,0.67,0.58
5,"Post","Food",360,0.37,0.37
5,"Post","Food",370,0.6,0.36
5,"Post","Food",380,0.1,0.1
5,"Post","Food",390,0.07,0.07
5,"Post","Food",400,0.35,0.35
5,"Post","Food",410,0.07,0.07
5,"Post","Food",420,0.78,0.78
5,"Post","Food",430,0.2,0.12
5,"Post","Food",440,0.3,0.19
5,"Post","Food",450,0.7,0.55
5,"Post","Food",460,0.03,0.03
5,"Post","Food",470,0.1,0.1
5,"Post","Food",480,0,0
5,"Post","Food",490,0.82,0.59
5,"Post","Food",500,1.05,0.98
5,"Post","Food",510,0.25,0.19
5,"Post","Food",520,0.35,0.35
5,"Post","Food",530,0.4,0.4
5,"Post","Food",540,0,0
5,"Post","Food",550,0.07,0.07
5,"Post","Food",560,0,0
5,"Post","Food",570,1.73,1
5,"Post","Food",580,0.28,0.18
5,"Post","Food",590,0.47,0.33
5,"Post","Food",600,0.25,0.25
5,"Post","Food",610,0.72,0.72
5,"Post","Food",620,0.33,0.33
5,"Post","Food",630,0.5,0.34
5,"Post","Food",640,0.78,0.31
5,"Post","Food",650,0.17,0.17
5,"Post","Food",660,0.6,0.54
5,"Post","Food",670,0.72,0.56
5,"Post","Food",680,1,0.81
5,"Post","Food",690,0.95,0.88
5,"Post","Food",700,0.43,0.25
5,"Post","Food",710,0.95,0.55
5,"Post","Food",720,0.4,0.24
5,"Post","Food",730,0.35,0.22
5,"Post","Food",740,0.4,0.21
5,"Post","Food",750,0.6,0.42
5,"Post","Food",760,0.4,0.28
5,"Post","Food",770,0.72,0.69
